record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,previous_activity_step,last_observed_step,dormant_gap,historical_gap,balance_usage_ratio
S07_000011,461,TRANSFER,213418.75,C208849006,853675.0,640256.25,C_SYN_887110843,0.0,213418.75,1,0,S07_00011,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,328,328,133,0,0.25
S07_000012,92,TRANSFER,110316.96,C1240030585,8742086.65,8631769.69,C_SYN_784275917,0.0,110316.96,1,0,S07_00012,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,35,35,57,0,0.0126
S07_000013,311,TRANSFER,459376.0,C593576204,1837504.0,1378128.0,C_SYN_186191493,0.0,459376.0,1,0,S07_00013,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,258,258,53,0,0.25
S07_000014,483,CASH_OUT,813608.3,C1729637030,3254433.2,2440824.9,C_SYN_496360081,0.0,813608.3,1,0,S07_00014,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,380,380,103,0,0.25
S07_000015,480,CASH_OUT,519802.6,C1194302048,2079210.4,1559407.8,C_SYN_520477197,0.0,519802.6,1,0,S07_00015,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,357,357,123,0,0.25
S07_000016,280,TRANSFER,474745.3,C1363642105,1898981.2,1424235.9,C_SYN_189482491,0.0,474745.3,1,0,S07_00016,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,159,159,121,0,0.25
S07_000017,514,CASH_OUT,78461.7,C2017636265,313846.8,235385.1,C_SYN_191693393,0.0,78461.7,1,0,S07_00017,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,380,380,134,0,0.25
S07_000018,291,CASH_OUT,813608.3,C2034468060,3254433.2,2440824.9,C_SYN_559708603,0.0,813608.3,1,0,S07_00018,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,216,216,75,0,0.25
S07_000019,433,TRANSFER,121206.78,C1172309496,484827.12,363620.34,C_SYN_420192576,0.0,121206.78,1,0,S07_00019,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,355,355,78,0,0.25
S07_000020,349,TRANSFER,317765.9,C1788773245,1271063.6,953297.7,C_SYN_286780295,0.0,317765.9,1,0,S07_00020,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,212,212,137,0,0.25
S07_000021,289,CASH_OUT,729682.25,C1454113439,2918729.0,2189046.75,C_SYN_272552610,0.0,729682.25,1,0,S07_00021,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,159,159,130,0,0.25
S07_000022,259,CASH_OUT,100325.16,C1713492220,401300.64,300975.48,C_SYN_529662408,0.0,100325.16,1,0,S07_00022,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,169,169,90,0,0.25
S07_000023,104,CASH_OUT,383956.61,C776578131,1535826.44,1151869.83,C_SYN_361917078,0.0,383956.61,1,0,S07_00023,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,22,22,82,0,0.25
S07_000024,785,PAYMENT,148459.14,C738108105,593836.56,445377.42,C_SYN_206179285,0.0,148459.14,1,0,S07_00024,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,637,637,148,0,0.25
S07_000025,188,CASH_OUT,67283.13,C208350479,6691682.17,6624399.04,C_SYN_524831618,0.0,67283.13,1,0,S07_00025,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,40,40,148,0,0.0101
S07_000026,291,CASH_OUT,175058.22,C1386875695,700232.88,525174.66,C_SYN_197636744,0.0,175058.22,1,0,S07_00026,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,228,228,63,0,0.25
S07_000027,415,TRANSFER,184592.24,C519366382,738368.96,553776.72,C_SYN_966377394,0.0,184592.24,1,0,S07_00027,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,324,324,91,0,0.25
S07_000028,549,PAYMENT,98052.95,C217216231,392211.8,294158.85,C_SYN_939735171,0.0,98052.95,1,0,S07_00028,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,448,448,101,0,0.25
S07_000029,417,TRANSFER,185865.86,C570668923,743463.44,557597.58,C_SYN_928299788,0.0,185865.86,1,0,S07_00029,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,353,353,64,0,0.25
S07_000030,293,PAYMENT,135899.58,C1155174110,543598.32,407698.74,C_SYN_634096553,0.0,135899.58,1,0,S07_00030,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,158,158,135,0,0.25
S07_000031,266,TRANSFER,714062.79,C43408788,2856251.16,2142188.37,C_SYN_901312299,0.0,714062.79,1,0,S07_00031,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,211,211,55,0,0.25
S07_000032,723,PAYMENT,382581.92,C1719832643,1530327.68,1147745.76,C_SYN_624363766,0.0,382581.92,1,0,S07_00032,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,599,599,124,0,0.25
S07_000033,130,TRANSFER,246177.15,C1181245966,5867832.86,5621655.71,C_SYN_734324250,0.0,246177.15,1,0,S07_00033,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,19,19,111,0,0.042
S07_000034,407,TRANSFER,263621.73,C130759967,1054486.92,790865.19,C_SYN_129859174,0.0,263621.73,1,0,S07_00034,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,281,281,126,0,0.25
S07_000035,363,TRANSFER,82456.19,C1461288862,13688005.44,13605549.25,C_SYN_926506464,0.0,82456.19,1,0,S07_00035,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,305,305,58,0,0.006
S07_000036,307,TRANSFER,101486.29,C769243962,405945.16,304458.87,C_SYN_414404213,0.0,101486.29,1,0,S07_00036,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,234,234,73,0,0.25
S07_000037,135,PAYMENT,541999.58,C1892188590,2167998.32,1625998.74,C_SYN_116816569,0.0,541999.58,1,0,S07_00037,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,34,34,101,0,0.25
S07_000038,460,TRANSFER,82972.1,C1474122475,331888.4,248916.3,C_SYN_318520688,0.0,82972.1,1,0,S07_00038,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,372,372,88,0,0.25
S07_000039,141,TRANSFER,73397.74,C714985571,293590.96,220193.22,C_SYN_111506305,0.0,73397.74,1,0,S07_00039,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,11,11,130,0,0.25
S07_000040,354,TRANSFER,328565.39,C1795077438,1314261.56,985696.17,C_SYN_677034624,0.0,328565.39,1,0,S07_00040,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,204,204,150,0,0.25
S07_000041,310,TRANSFER,737800.64,C1847348709,8283719.18,7545918.54,C_SYN_327174085,0.0,737800.64,1,0,S07_00041,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,208,208,102,0,0.0891
S07_000042,382,TRANSFER,93954.92,C2114660119,375819.68,281864.76,C_SYN_328233509,0.0,93954.92,1,0,S07_00042,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,278,278,104,0,0.25
S07_000043,335,PAYMENT,88633.66,C833982378,2227457.21,2138823.55,C_SYN_253651082,0.0,88633.66,1,0,S07_00043,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,188,188,147,0,0.0398
S07_000044,500,TRANSFER,813608.3,C522160482,3254433.2,2440824.9,C_SYN_135213498,0.0,813608.3,1,0,S07_00044,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,354,354,146,0,0.25
S07_000045,65,TRANSFER,86862.39,C1968441657,347449.56,260587.17,C_SYN_862633146,0.0,86862.39,1,0,S07_00045,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,13,13,52,0,0.25
S07_000046,323,CASH_OUT,813608.3,C10454998,3254433.2,2440824.9,C_SYN_523767187,0.0,813608.3,1,0,S07_00046,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,207,207,116,0,0.25
S07_000047,404,PAYMENT,676951.99,C1581873020,2707807.96,2030855.97,C_SYN_176241446,0.0,676951.99,1,0,S07_00047,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,322,322,82,0,0.25
S07_000048,217,TRANSFER,76483.79,C1222664637,305935.16,229451.37,C_SYN_587365080,0.0,76483.79,1,0,S07_00048,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,157,157,60,0,0.25
S07_000049,475,TRANSFER,147261.93,C333136853,589047.72,441785.79,C_SYN_787126267,0.0,147261.93,1,0,S07_00049,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,332,332,143,0,0.25
S07_000050,144,PAYMENT,175531.37,C948023106,6418450.27,6242918.9,C_SYN_499873327,0.0,175531.37,1,0,S07_00050,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,35,35,109,0,0.0273
S07_000051,289,TRANSFER,98982.34,C1804859916,395929.36,296947.02,C_SYN_910490870,0.0,98982.34,1,0,S07_00051,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,203,203,86,0,0.25
S07_000052,228,PAYMENT,92473.33,C1355613740,369893.32,277419.99,C_SYN_731833730,0.0,92473.33,1,0,S07_00052,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,160,160,68,0,0.25
S07_000053,248,PAYMENT,88986.85,C514227943,355947.4,266960.55,C_SYN_461378378,0.0,88986.85,1,0,S07_00053,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,166,166,82,0,0.25
S07_000054,391,TRANSFER,90106.72,C880867031,360426.88,270320.16,C_SYN_446546429,0.0,90106.72,1,0,S07_00054,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,304,304,87,0,0.25
S07_000055,159,TRANSFER,89878.79,C1296750167,359515.16,269636.37,C_SYN_121739356,0.0,89878.79,1,0,S07_00055,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,21,21,138,0,0.25
S07_000056,344,CASH_OUT,109430.14,C1774402225,437720.56,328290.42,C_SYN_952225186,0.0,109430.14,1,0,S07_00056,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,213,213,131,0,0.25
S07_000057,454,TRANSFER,550267.71,C282661501,8213695.38,7663427.67,C_SYN_423839252,0.0,550267.71,1,0,S07_00057,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,305,305,149,0,0.067
S07_000058,340,TRANSFER,387766.91,C256588407,1551067.64,1163300.73,C_SYN_776942224,0.0,387766.91,1,0,S07_00058,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,283,283,57,0,0.25
S07_000059,400,TRANSFER,83452.57,C1948085441,333810.28,250357.71,C_SYN_685544149,0.0,83452.57,1,0,S07_00059,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,275,275,125,0,0.25
S07_000060,258,TRANSFER,813608.3,C1120757548,3254433.2,2440824.9,C_SYN_714600044,0.0,813608.3,1,0,S07_00060,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,179,179,79,0,0.25
S07_000061,303,CASH_OUT,679554.1,C31724058,2718216.4,2038662.3,C_SYN_529833492,0.0,679554.1,1,0,S07_00061,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,227,227,76,0,0.25
S07_000062,373,CASH_OUT,98215.09,C360659883,2785729.94,2687514.85,C_SYN_232166290,0.0,98215.09,1,0,S07_00062,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,260,260,113,0,0.0353
S07_000063,397,TRANSFER,103631.62,C1510252409,414526.48,310894.86,C_SYN_975866588,0.0,103631.62,1,0,S07_00063,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,331,331,66,0,0.25
S07_000064,744,PAYMENT,393381.71,C1802858019,1573526.84,1180145.13,C_SYN_972186916,0.0,393381.71,1,0,S07_00064,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,596,596,148,0,0.25
S07_000065,805,TRANSFER,430910.27,C25199613,1723641.08,1292730.81,C_SYN_542422240,0.0,430910.27,1,0,S07_00065,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,710,710,95,0,0.25
S07_000066,365,TRANSFER,813608.3,C1839785760,3254433.2,2440824.9,C_SYN_179348896,0.0,813608.3,1,0,S07_00066,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,231,231,134,0,0.25
S07_000067,273,PAYMENT,408819.58,C1857682680,1635278.32,1226458.74,C_SYN_899528670,0.0,408819.58,1,0,S07_00067,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,206,206,67,0,0.25
S07_000068,402,CASH_OUT,66351.83,C106520774,265407.32,199055.49,C_SYN_593952287,0.0,66351.83,1,0,S07_00068,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,307,307,95,0,0.25
S07_000069,246,PAYMENT,72873.57,C1747689518,291494.28,218620.71,C_SYN_294521577,0.0,72873.57,1,0,S07_00069,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,131,131,115,0,0.25
S07_000070,461,TRANSFER,450971.65,C907140033,1803886.6,1352914.95,C_SYN_997265909,0.0,450971.65,1,0,S07_00070,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,379,379,82,0,0.25
S07_000071,248,TRANSFER,95938.26,C1366704182,927254.0,831315.74,C_SYN_358185058,0.0,95938.26,1,0,S07_00071,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,157,157,91,0,0.1035
S07_000072,296,CASH_OUT,587552.65,C937430708,2350210.6,1762657.95,C_SYN_122268806,0.0,587552.65,1,0,S07_00072,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,234,234,62,0,0.25
S07_000073,230,TRANSFER,164401.19,C1807396881,657604.76,493203.57,C_SYN_967441151,0.0,164401.19,1,0,S07_00073,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,161,161,69,0,0.25
S07_000074,144,TRANSFER,99147.72,C50852116,396590.88,297443.16,C_SYN_218613134,0.0,99147.72,1,0,S07_00074,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,19,19,125,0,0.25
S07_000075,268,TRANSFER,162873.04,C773776639,651492.16,488619.12,C_SYN_254370901,0.0,162873.04,1,0,S07_00075,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,187,187,81,0,0.25
S07_000076,505,CASH_OUT,410037.56,C537597908,1640150.24,1230112.68,C_SYN_481966485,0.0,410037.56,1,0,S07_00076,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,393,393,112,0,0.25
S07_000077,427,TRANSFER,241090.98,C1643874113,964363.92,723272.94,C_SYN_411817029,0.0,241090.98,1,0,S07_00077,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,329,329,98,0,0.25
S07_000078,506,CASH_OUT,75884.94,C290252356,303539.76,227654.82,C_SYN_434444807,0.0,75884.94,1,0,S07_00078,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,397,397,109,0,0.25
S07_000079,432,TRANSFER,81311.06,C2109598944,325244.24,243933.18,C_SYN_495236101,0.0,81311.06,1,0,S07_00079,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,378,378,54,0,0.25
S07_000080,514,TRANSFER,84774.52,C1300839364,339098.08,254323.56,C_SYN_690256950,0.0,84774.52,1,0,S07_00080,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,371,371,143,0,0.25
S07_000081,367,TRANSFER,102592.47,C1700656872,410369.88,307777.41,C_SYN_413345693,0.0,102592.47,1,0,S07_00081,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,305,305,62,0,0.25
S07_000082,365,TRANSFER,258847.38,C2119857919,4155368.93,3896521.55,C_SYN_436967606,0.0,258847.38,1,0,S07_00082,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,253,253,112,0,0.0623
S07_000083,339,CASH_OUT,240435.89,C761140215,961743.56,721307.67,C_SYN_941702792,0.0,240435.89,1,0,S07_00083,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,228,228,111,0,0.25
S07_000084,339,TRANSFER,813608.3,C1791887804,3254433.2,2440824.9,C_SYN_926146542,0.0,813608.3,1,0,S07_00084,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,232,232,107,0,0.25
S07_000085,109,TRANSFER,124046.21,C1012971892,21371702.31,21247656.1,C_SYN_892911084,0.0,124046.21,1,0,S07_00085,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,12,12,97,0,0.0058
S07_000086,466,TRANSFER,718567.13,C1934983610,2874268.52,2155701.39,C_SYN_333448894,0.0,718567.13,1,0,S07_00086,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,356,356,110,0,0.25
S07_000087,133,TRANSFER,72606.34,C798975668,290425.36,217819.02,C_SYN_555149199,0.0,72606.34,1,0,S07_00087,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,17,17,116,0,0.25
S07_000088,334,TRANSFER,813608.3,C802079538,3254433.2,2440824.9,C_SYN_494274011,0.0,813608.3,1,0,S07_00088,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,228,228,106,0,0.25
S07_000089,465,TRANSFER,97853.37,C928690164,391413.48,293560.11,C_SYN_974703859,0.0,97853.37,1,0,S07_00089,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,322,322,143,0,0.25
S07_000090,370,TRANSFER,560691.3,C2143494287,2242765.2,1682073.9,C_SYN_344439380,0.0,560691.3,1,0,S07_00090,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,231,231,139,0,0.25
S07_000091,548,CASH_OUT,431306.2,C1932263462,1725224.8,1293918.6,C_SYN_306411513,0.0,431306.2,1,0,S07_00091,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,405,405,143,0,0.25
S07_000092,553,TRANSFER,378295.35,C29172719,1513181.4,1134886.05,C_SYN_635207134,0.0,378295.35,1,0,S07_00092,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,404,404,149,0,0.25
S07_000093,394,CASH_OUT,295988.5,C839203197,1183954.0,887965.5,C_SYN_269124855,0.0,295988.5,1,0,S07_00093,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,287,287,107,0,0.25
S07_000094,370,PAYMENT,221179.01,C1447236376,884716.04,663537.03,C_SYN_711686134,0.0,221179.01,1,0,S07_00094,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,305,305,65,0,0.25
S07_000095,292,CASH_OUT,617805.43,C1209354381,2471221.72,1853416.29,C_SYN_424159127,0.0,617805.43,1,0,S07_00095,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,211,211,81,0,0.25
S07_000096,201,PAYMENT,81352.1,C1541649441,325408.4,244056.3,C_SYN_295922610,0.0,81352.1,1,0,S07_00096,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,119,119,82,0,0.25
S07_000097,134,PAYMENT,96397.96,C662214922,385591.84,289193.88,C_SYN_750622119,0.0,96397.96,1,0,S07_00097,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,18,18,116,0,0.25
S07_000098,419,TRANSFER,177631.41,C182085153,3913415.26,3735783.85,C_SYN_646573613,0.0,177631.41,1,0,S07_00098,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,357,357,62,0,0.0454
S07_000099,406,TRANSFER,240889.21,C584775299,963556.84,722667.63,C_SYN_768823641,0.0,240889.21,1,0,S07_00099,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,322,322,84,0,0.25
S07_000100,505,TRANSFER,63281.59,C1329798639,303084.52,239802.93,C_SYN_376890017,0.0,63281.59,1,0,S07_00100,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,382,382,123,0,0.2088
